sn name,host_source,host_name,host_id,host_ra,host_dec,type,rexp,rexp_ivar,rdev,rdev_ivar,z,z_sep,ang_sep (deg),ang_sep (kpsec),ang_sep (radii),ang_sep_sigma (radii),upper_ang_sep (radii),a,ratiob2a,pa,dm,m21,source,dm_kin,btc,hemisphere,program
ZTF18abrzrnb,dr8_galaxy,N/A,64373938,222.236312109361,52.5928211291578,EXP,2.90502834320068,759.193298339844,0.0,0.0,0.0799730569124222,0.0400269430875778,0.000691431738264009,5.384632597019427,0.8568433638784919,0.010704709366406353,0.8675480732448982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF19aauoulb,dr8_galaxy,N/A,386819169,159.139098177281,45.2795840626095,EXP,13.2047996520996,19.953441619873,0.0,0.0,0.126503229141235,0.07288322914123499,0.0021046755113035658,7.908586041089414,0.5737937750148371,0.009727810653006605,0.5835215856678437,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF19aauoulb,dr8_galaxy,N/A,387025937,159.132726880084,45.279387698275,DEV,0.0,0.0,5.78749561309814,1437864.5,0.0510257221758366,0.002594277824163403,0.0023889294531466597,8.976706397178212,1.4859874816776195,0.0002141240727606171,1.4862016057503802,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF18abmogag,dr8_galaxy,N/A,664328231,13.3036253593602,20.7147508667659,DEV,0.0,0.0,2.29688906669617,340630.4375,0.0999898687005043,0.017689868700504305,0.0005600169420910478,3.123229807416367,0.8777354643546895,0.0006547596372851515,0.8783902239919746,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,ZTFmarshal
ZTF18achxcsh,dr8_galaxy,N/A,360280609,120.692837297836,62.7151407632314,DEV,0.0,0.0,2.67220854759216,252701.390625,0.0620564259588718,0.007943574041128207,0.0004757335239492068,2.2892158203244874,0.6409083182374928,0.0004771135420979731,0.6413854317795908,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF18abcvush,dr8_galaxy,N/A,110563876,256.683585556745,18.3571061590384,DEV,0.0,0.0,4.07428550720215,273569.84375,0.0546902194619179,0.004690219461917895,0.00015030538947085603,0.5289217201016332,0.1328084153991112,6.232180522077587e-05,0.13287073720433198,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,ZTFmarshal
ZTF19aceckmm,local_universe,MCG +09-19-087,336284.0,172.317166667,51.5232222222,-99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0350722,0.35,7.0,-99.0,-99.0,ned_20121120,35.6496,-99.0,north,ZTFmarshal
ZTF18acrgunw,dr8_galaxy,N/A,297216165,138.20174866672,36.2278022433372,EXP,2.37587261199951,140412.09375,0.0,0.0,0.0679191723465919,0.022080827653408103,0.00047431025890202653,2.867063280518842,0.7186904396403083,0.0008072656232698404,0.7194977052635781,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF18aasxvsg,local_universe,SDSS J142830.92+370404.2,384706.0,217.128875,37.0678333333,-99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0198444,0.27,102.0,-99.0,-99.0,ned_20121120,35.0435,-99.0,north,ZTFmarshal
ZTF18aarasof,dr8_galaxy,N/A,381766650,277.681683128439,42.3664006880669,DEV,0.0,0.0,9.62653923034668,49.8227195739746,0.0371587909758091,0.0068412090241909,0.004162589151654516,12.982417194609267,1.556667519591731,0.022909307621066563,1.5795768272127975,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
