sn name,host_source,host_name,host_id,host_ra,host_dec,type,rexp,rexp_ivar,rdev,rdev_ivar,z,z_sep,ang_sep (deg),ang_sep (kpsec),ang_sep (radii),ang_sep_sigma (radii),upper_ang_sep (radii),a,ratiob2a,pa,dm,m21,source,dm_kin,btc,hemisphere,program
09fu,dr8_galaxy,N/A,319646281,248.279367897666,53.1019707572209,DEV,0.0,0.0,2.96296954154968,24.716890335083,1.13284945487976,0.96284945487976,0.013972905280020575,145.7812615470452,16.977042221556246,1.1524920182704392,18.129534239826686,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09fu,dr8_galaxy,N/A,319646192,248.284924534112,53.0865388348063,EXP,1.53995013237,22022.1328125,0.0,0.0,0.124731317162514,0.045268682837486016,0.008295242302654566,86.54541510766029,19.392103459608236,0.08485717574910065,19.476960635357337,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09gn,dr8_galaxy,N/A,106832838,232.296439937559,40.7944291703808,EXP,1.89188873767853,4806.8779296875,0.0,0.0,0.116844974458218,0.022155025541782017,0.0006698277319283524,5.9142685130357995,1.2745886092122878,0.009717239220001238,1.2843058484322891,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09ib,dr8_galaxy,N/A,66326180,236.161719929183,45.7976493217505,REX,1.69913637638092,29607.046875,0.0,0.0,0.101430878043175,0.020569121956825004,0.0001672176225203378,1.32094041084029,0.3542878896839418,0.0012117988168809397,0.35549968850082275,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09fs,dr8_galaxy,N/A,254474343,264.185405091328,53.6711826231965,EXP,2.50982618331909,22225.5390625,0.0,0.0,0.0874985978007317,0.0215014021992683,0.00129686390150879,9.289248662280047,1.8601726591510666,0.004971454391445294,1.8651441135425118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09qa,dr8_galaxy,N/A,247927368,238.367152956009,55.4464821613569,EXP,1.29270040988922,40807.4375,0.0,0.0,0.175611585378647,0.004388414621353004,0.00045126117028531813,4.930581833295658,1.2567027909942126,0.004812436710196751,1.2615152277044093,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09ql,dr8_galaxy,N/A,42054450,244.814596281929,60.4027216186068,REX,1.49545013904572,27523.0234375,0.0,0.0,0.263701796531677,0.10370179653167702,0.0006632172814934809,6.584722832125103,1.5965642391127133,0.006435264324605996,1.6029995034373192,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09qs,dr8_galaxy,N/A,259310963,249.604233061113,65.1774417960466,EXP,1.71714782714844,37779.48828125,0.0,0.0,0.156746402382851,0.013253597617149004,0.0007555554287445122,7.882814730633559,1.5840217717289822,0.004745974782286498,1.5887677465112686,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09ri,dr8_galaxy,N/A,280636691,251.356931755662,63.0725575617238,DEV,0.0,0.0,1.09862530231476,194712.546875,0.0869741961359978,0.0049741961359977965,0.0007319818285864222,4.068818105396265,2.39857445241703,0.004947737359243232,2.403522189776273,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09sg,dr8_galaxy,N/A,266734024,203.86875380757,33.0090221689328,EXP,7.41313028335571,131654.4375,0.0,0.0,0.0375985652208328,0.007701434779167203,0.003945162196882575,12.64827590214519,1.9158686500715552,0.0007122727791599636,1.9165809228507151,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09si,local_universe,PGC56907,514196.0,241.03815,42.88932,6.0000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0209821,0.134896,60.0,-99.0,-99.0,clu.v2,36.18,14.43,north,PTF-iPTF
